user_id,watch_time_hours,avg_session_mins,num_sessions,top_genres,genre_diversity,weekend_watch_ratio,days_since_last_active
USR-3834,12.18,17.3,25,Romance,2,0.41,10
USR-3835,13.27,20.9,25,Comedy,1,0.28,1
USR-3836,34.61,97.1,35,"Horror, Comedy, Drama",3,0.28,1
USR-3837,37.92,85.3,13,"Sci-Fi, Thriller",2,0.74,11
USR-3838,4.07,13.7,1,Thriller,1,0.28,55
USR-3839,61.76,77.7,32,"Action, Thriller",2,0.42,5
USR-3840,13.56,27.6,39,"Comedy, Romance",1,0.45,4
USR-3841,67.23,84.7,36,"Action, Thriller",2,0.49,0
USR-3842,44.78,112.1,28,"Drama, Sci-Fi",2,0.83,2
USR-3843,55.12,77.2,38,"Action, Thriller",2,0.4,0
USR-3844,51.16,88.5,31,"Action, Thriller",2,0.36,4
USR-3845,44.24,61.7,56,"Thriller, Documentary, Action",3,0.56,1
USR-3846,10.46,17.8,23,Romance,2,0.19,12
USR-3847,19.62,23.1,32,Comedy,1,0.12,0
USR-3848,12.14,27.3,30,Animation,2,0.33,0
USR-3849,48.24,42.0,46,"Animation, Comedy, Documentary, Sci-Fi, Romance",5,0.58,0
USR-3850,35.65,126.3,22,"Sci-Fi, Thriller",2,0.82,9
USR-3851,20.42,27.3,40,Romance,1,0.37,2
USR-3852,49.45,91.9,36,"Action, Thriller",3,0.59,0
USR-3853,32.4,117.1,24,"Sci-Fi, Thriller",2,0.86,2
USR-3854,15.98,19.2,30,"Comedy, Romance",1,0.32,1
USR-3855,12.66,20.3,37,Romance,2,0.33,0
USR-3856,19.74,26.9,28,"Comedy, Romance",1,0.3,25
USR-3857,11.64,37.2,24,Animation,1,0.32,41
USR-3858,3.09,6.9,1,Animation,1,0.12,50
USR-3859,8.99,26.2,28,Animation,1,0.51,1
USR-3860,33.15,95.0,37,"Action, Thriller",3,0.53,8
USR-3861,50.34,121.0,14,"Drama, Sci-Fi",3,0.82,0
USR-3862,68.65,86.2,31,"Action, Thriller",1,0.49,5
USR-3863,16.7,27.9,25,Animation,1,0.32,5
USR-3864,7.64,26.0,36,Comedy,1,0.23,10
USR-3865,55.5,74.4,32,"Action, Thriller",3,0.41,0
USR-3866,6.92,107.7,15,"Drama, Sci-Fi",3,0.63,17
USR-3867,56.48,88.6,33,"Animation, Romance, Action",3,0.54,1
USR-3868,8.23,18.7,29,Romance,1,0.44,7
USR-3869,2.35,20.0,3,Romance,1,0.24,37
USR-3870,15.86,24.1,32,Comedy,1,0.29,4
USR-3871,3.35,9.0,3,Documentary,1,0.31,39
USR-3872,51.98,138.0,18,"Drama, Sci-Fi",3,0.88,5
USR-3873,18.96,20.8,21,"Comedy, Romance",1,0.23,7
USR-3874,37.97,60.3,40,"Action, Thriller",1,0.59,1
USR-3875,15.57,30.2,21,"Comedy, Romance",1,0.35,15
USR-3876,11.29,23.8,27,Animation,2,0.42,8
USR-3877,45.52,127.9,19,Drama,2,0.85,4
USR-3878,46.22,81.1,37,"Documentary, Horror, Sci-Fi, Action, Romance",5,0.42,1
USR-3879,6.45,24.0,23,"Comedy, Romance",1,0.46,16
USR-3880,9.03,26.8,25,Romance,1,0.35,6
USR-3881,45.4,113.0,26,"Action, Thriller",2,0.21,0
USR-3882,1.17,16.8,3,Romance,1,0.35,28
USR-3883,52.67,90.2,32,"Action, Thriller",2,0.63,0
USR-3884,43.3,100.1,29,"Action, Thriller",2,0.51,3
USR-3885,8.38,22.5,37,Romance,1,0.47,14
USR-3886,54.1,64.3,39,"Action, Thriller",3,0.44,1
USR-3887,49.79,72.9,41,"Action, Thriller",2,0.63,4
USR-3888,35.04,64.7,47,"Thriller, Comedy, Action, Horror, Romance",5,0.57,2
USR-3889,33.68,84.6,24,Drama,2,0.7,0
USR-3890,4.55,11.5,1,Action,1,0.0,39
USR-3891,41.06,147.6,16,"Drama, Sci-Fi",2,0.77,3
USR-3892,82.02,64.1,27,"Action, Thriller",2,0.32,1
USR-3893,5.11,11.7,7,Animation,1,0.34,20
USR-3894,12.46,31.5,26,Animation,1,0.3,7
USR-3895,15.47,21.2,31,Animation,1,0.51,0
USR-3896,11.05,25.8,35,Romance,2,0.33,2
USR-3897,40.45,112.6,36,"Action, Thriller",2,0.44,1
USR-3898,14.9,28.0,33,Comedy,2,0.49,0
USR-3899,69.97,98.7,41,"Action, Thriller",1,0.35,2
USR-3900,15.23,26.8,27,Romance,1,0.25,1
USR-3901,14.65,15.4,29,Romance,2,0.43,0
USR-3902,21.5,75.0,31,"Sci-Fi, Comedy, Romance, Horror",4,0.62,0
USR-3903,71.84,114.9,49,"Action, Thriller",3,0.56,7
USR-3904,45.92,92.4,37,"Action, Thriller",2,0.37,4
USR-3905,12.22,8.9,31,Animation,1,0.48,7
USR-3906,12.3,33.1,30,Comedy,1,0.57,1
USR-3907,10.63,25.2,37,Animation,2,0.31,6
USR-3908,48.01,45.0,25,"Horror, Sci-Fi, Animation, Drama, Documentary",5,0.65,4
USR-3909,55.7,87.4,25,"Action, Thriller",1,0.51,0
USR-3910,4.12,26.5,3,Drama,1,0.0,29
USR-3911,52.82,107.2,12,"Drama, Sci-Fi",2,0.81,3
USR-3912,56.32,78.5,43,"Action, Thriller",3,0.48,5
USR-3913,41.27,109.7,17,"Sci-Fi, Thriller",3,0.82,1
USR-3914,32.46,89.4,30,"Sci-Fi, Thriller",2,0.88,10
USR-3915,48.69,93.0,25,"Action, Thriller",1,0.48,1
USR-3916,9.82,32.5,24,"Comedy, Romance",1,0.22,9
USR-3917,43.46,39.6,38,"Animation, Sci-Fi, Drama",3,0.67,2
USR-3918,46.07,141.2,22,"Sci-Fi, Thriller",3,0.65,0
USR-3919,44.93,128.0,19,"Drama, Sci-Fi",2,0.71,8
USR-3920,47.89,129.5,24,"Sci-Fi, Thriller",2,0.91,0
USR-3921,65.93,77.1,30,"Action, Documentary, Drama, Thriller, Comedy",5,0.68,1
USR-3922,49.88,44.3,41,"Thriller, Documentary, Horror",3,0.26,5
USR-3923,43.49,101.1,39,"Action, Thriller",2,0.4,7
USR-3924,50.61,94.6,34,"Action, Thriller",2,0.32,1
USR-3925,1.07,22.8,4,Thriller,1,0.07,42
USR-3926,17.26,123.7,15,"Drama, Sci-Fi",2,0.79,6
USR-3927,39.66,164.4,21,"Drama, Sci-Fi",3,0.85,0
USR-3928,11.44,31.5,34,"Comedy, Romance",1,0.39,22
USR-3929,64.12,92.6,38,"Action, Thriller",2,0.54,3
USR-3930,0.45,18.9,8,Drama,1,0.35,56
USR-3931,61.41,119.4,34,"Action, Thriller",2,0.63,6
USR-3932,57.58,79.4,41,"Action, Animation, Documentary, Romance, Horror",5,0.52,1
USR-3933,30.9,115.8,22,Drama,2,0.76,10
USR-3934,46.42,88.9,15,"Drama, Sci-Fi",2,0.87,3
USR-3935,38.32,146.3,19,Drama,2,0.86,2
USR-3936,0.84,7.3,5,Action,1,0.13,57
USR-3937,62.18,58.3,46,"Sci-Fi, Animation, Documentary, Action, Comedy",5,0.39,3
USR-3938,11.88,30.0,25,"Comedy, Romance",1,0.48,3
USR-3939,8.18,39.8,27,Animation,1,0.31,16
USR-3940,9.23,17.8,20,"Comedy, Romance",1,0.46,26
USR-3941,54.91,85.5,74,"Animation, Horror, Thriller",3,0.55,1
USR-3942,21.02,32.4,32,Romance,1,0.28,9
USR-3943,11.94,21.1,24,Animation,1,0.42,19
USR-3944,12.68,28.0,29,Comedy,1,0.38,26
USR-3945,8.85,23.2,26,Romance,1,0.51,6
USR-3946,62.65,83.6,39,"Action, Thriller",2,0.51,1
USR-3947,31.69,115.3,14,Drama,2,0.77,3
USR-3948,12.44,36.3,34,Romance,1,0.47,3
USR-3949,17.25,22.5,27,Romance,1,0.2,2
USR-3950,42.1,77.8,41,"Action, Thriller",2,0.47,0
USR-3951,70.69,82.9,34,"Action, Thriller",2,0.57,2
USR-3952,15.07,21.3,27,Romance,1,0.14,1
USR-3953,64.4,89.7,30,"Action, Thriller",2,0.47,1
USR-3954,8.67,29.9,31,Animation,1,0.42,14
USR-3955,13.15,15.2,28,"Comedy, Romance",1,0.27,4
USR-3956,0.71,21.1,7,Documentary,1,0.21,57
USR-3957,10.09,26.2,30,"Comedy, Romance",1,0.52,2
USR-3958,32.11,146.0,16,"Drama, Sci-Fi",2,0.8,3
USR-3959,56.68,91.5,49,"Action, Thriller",2,0.45,1
USR-3960,64.29,90.5,33,"Action, Thriller",2,0.34,1
USR-3961,60.04,85.9,48,"Drama, Sci-Fi, Comedy",3,0.49,1
USR-3962,23.26,103.5,19,"Sci-Fi, Thriller",3,0.8,1
USR-3963,75.26,99.9,30,"Action, Thriller",3,0.56,1
USR-3964,56.96,107.8,40,"Action, Thriller",2,0.46,0
USR-3965,48.21,37.5,38,"Sci-Fi, Animation, Horror, Drama, Comedy",5,0.39,3
USR-3966,17.6,135.3,12,Drama,3,0.64,0
USR-3967,1.93,22.9,4,Animation,1,0.22,30
USR-3968,43.85,105.3,23,"Drama, Sci-Fi",2,0.8,0
USR-3969,3.0,14.3,5,Comedy,1,0.36,49
USR-3970,13.66,22.8,29,"Comedy, Romance",1,0.27,1
USR-3971,66.84,95.8,23,"Action, Thriller",2,0.48,0
USR-3972,68.36,92.1,42,"Action, Thriller",2,0.51,6
USR-3973,11.62,32.0,22,Animation,1,0.26,21
USR-3974,12.85,38.9,41,Comedy,1,0.32,11
USR-3975,52.48,98.0,39,"Action, Thriller",2,0.61,0
USR-3976,40.01,110.7,27,Drama,2,0.85,1
USR-3977,7.92,13.4,22,Animation,1,0.47,20
USR-3978,57.29,54.8,32,"Drama, Sci-Fi, Romance, Action",4,0.57,0
USR-3979,43.3,84.2,17,"Drama, Sci-Fi",3,0.94,7
USR-3980,41.89,120.2,30,"Action, Thriller",1,0.35,3
USR-3981,7.65,23.4,15,Comedy,1,0.23,9
USR-3982,11.87,15.9,29,Animation,1,0.36,13
USR-3983,26.9,90.8,26,Drama,2,0.82,3
USR-3984,47.42,79.4,30,"Action, Thriller",2,0.44,7
USR-3985,67.79,96.2,28,"Action, Thriller",1,0.41,3
USR-3986,46.11,110.0,15,Drama,2,0.88,4
USR-3987,6.18,19.2,28,"Comedy, Romance",1,0.23,9
USR-3988,3.72,19.9,5,Horror,1,0.26,34
USR-3989,50.23,74.9,42,"Action, Thriller",1,0.42,1
USR-3990,56.58,110.5,48,"Action, Thriller",2,0.47,4
USR-3991,13.34,25.6,13,Romance,1,0.26,3
USR-3992,13.4,23.3,28,"Comedy, Romance",1,0.25,6
USR-3993,4.36,15.5,7,Thriller,1,0.27,30
USR-3994,28.67,106.2,19,"Drama, Sci-Fi",3,0.83,1
USR-3995,4.37,19.5,4,Sci-Fi,1,0.18,39
USR-3996,56.02,94.8,43,"Action, Thriller",2,0.45,2
USR-3997,67.07,57.0,53,"Thriller, Animation, Action, Drama",4,0.38,4
USR-3998,10.16,23.3,28,Comedy,2,0.23,4
USR-3999,24.81,20.6,28,Romance,1,0.47,9
USR-4000,53.24,74.2,21,"Sci-Fi, Thriller",3,0.85,0
USR-4001,11.53,27.3,32,Animation,2,0.19,11
USR-4002,15.93,34.0,17,Animation,1,0.3,10
USR-4003,35.26,114.6,21,"Sci-Fi, Thriller",2,0.79,1
USR-4004,5.48,23.2,4,Romance,1,0.22,36
USR-4005,9.57,17.8,30,Animation,1,0.36,11
USR-4006,14.09,20.9,32,Romance,2,0.33,2
USR-4007,30.99,60.0,68,"Sci-Fi, Horror, Action, Drama, Thriller",5,0.33,5
USR-4008,58.12,81.2,31,"Action, Thriller",3,0.54,0
USR-4009,7.62,22.0,28,"Comedy, Romance",1,0.2,0
USR-4010,32.31,124.0,14,"Sci-Fi, Thriller",2,0.87,2
USR-4011,23.51,124.3,27,"Action, Thriller",2,0.5,5
USR-4012,24.95,88.5,30,"Action, Thriller",3,0.32,3
USR-4013,6.28,28.6,33,"Comedy, Romance",2,0.37,3
USR-4014,16.31,23.6,22,Romance,2,0.36,2
USR-4015,6.44,39.3,29,Animation,1,0.33,3
USR-4016,5.74,19.6,34,Romance,1,0.29,1
USR-4017,11.28,21.0,21,Romance,1,0.31,1
USR-4018,39.28,150.1,15,"Sci-Fi, Thriller",3,0.76,3
USR-4019,67.24,89.3,40,"Action, Thriller",2,0.49,0
USR-4020,3.15,13.0,3,Animation,1,0.46,40
USR-4021,17.25,17.0,28,Romance,2,0.45,11
USR-4022,38.75,58.1,50,"Comedy, Drama, Romance",3,0.51,0
USR-4023,44.0,112.7,10,Drama,3,0.85,4
USR-4024,14.19,28.6,33,"Comedy, Romance",1,0.47,1
USR-4025,0.1,12.5,6,Comedy,1,0.51,34
USR-4026,57.47,64.5,56,"Thriller, Drama, Comedy",3,0.35,0
USR-4027,16.67,29.6,31,Comedy,1,0.47,7
USR-4028,45.33,124.4,17,"Sci-Fi, Thriller",3,0.73,4
USR-4029,15.19,21.0,23,Comedy,1,0.4,28
USR-4030,6.26,21.4,28,Romance,1,0.31,9
USR-4031,36.21,135.4,28,"Drama, Sci-Fi",2,0.88,5
USR-4032,13.09,17.9,23,Animation,1,0.26,2
USR-4033,11.53,23.9,26,Romance,1,0.32,3
USR-4034,31.65,96.8,19,Drama,2,0.87,4
USR-4035,39.64,85.5,47,"Action, Thriller",1,0.51,0
USR-4036,55.54,103.6,27,"Sci-Fi, Thriller",2,0.74,1
USR-4037,12.24,13.5,38,Comedy,1,0.34,9
USR-4038,72.74,94.7,29,"Action, Thriller",1,0.35,8
USR-4039,9.44,25.6,15,Animation,1,0.19,3
USR-4040,59.29,89.3,25,"Action, Thriller",1,0.59,9
USR-4041,63.97,95.4,43,"Action, Thriller",2,0.43,4
USR-4042,39.57,114.7,21,"Drama, Sci-Fi",2,0.78,2
USR-4043,20.8,22.7,34,Animation,2,0.44,5
USR-4044,10.91,21.2,30,Romance,1,0.42,1
USR-4045,8.94,21.0,32,"Comedy, Romance",2,0.41,6
USR-4046,5.19,26.1,23,Animation,2,0.36,2
USR-4047,3.66,8.2,7,Comedy,1,0.22,32
USR-4048,71.53,56.1,40,"Comedy, Drama, Animation, Horror",4,0.28,2
USR-4049,2.24,20.6,3,Animation,1,0.27,33
USR-4050,47.59,120.0,17,"Drama, Sci-Fi",2,0.7,19
USR-4051,11.4,28.6,26,"Comedy, Romance",2,0.33,3
USR-4052,7.86,16.3,35,Animation,1,0.36,3
USR-4053,12.03,34.5,25,"Comedy, Romance",2,0.38,7
USR-4054,46.73,74.1,20,"Drama, Sci-Fi",3,0.65,0
USR-4055,31.94,137.0,10,"Sci-Fi, Thriller",2,0.82,3
USR-4056,14.95,15.4,38,"Comedy, Romance",1,0.31,5
USR-4057,51.61,90.6,33,"Action, Thriller",2,0.62,4
USR-4058,2.82,11.9,2,Comedy,1,0.04,41
USR-4059,32.85,74.1,44,"Documentary, Drama, Romance, Horror, Animation",5,0.71,4
USR-4060,65.55,86.7,32,"Action, Thriller",2,0.61,0
USR-4061,64.65,142.1,24,Drama,2,0.74,3
USR-4062,1.54,23.7,6,Thriller,1,0.55,55
USR-4063,31.12,102.2,21,Drama,2,0.88,0
USR-4064,13.82,21.7,24,Romance,1,0.38,8
USR-4065,13.68,35.6,32,Comedy,2,0.23,11
USR-4066,2.28,18.0,6,Action,1,0.24,45
USR-4067,12.32,23.5,26,Romance,1,0.34,1
USR-4068,43.74,149.4,16,"Sci-Fi, Thriller",3,0.68,3
USR-4069,35.52,162.6,18,"Drama, Sci-Fi",2,0.81,6
USR-4070,6.56,30.5,30,Comedy,1,0.26,25
USR-4071,13.08,13.2,20,Animation,1,0.33,2
USR-4072,51.15,66.8,29,"Action, Thriller",2,0.53,0
USR-4073,9.97,21.6,35,Romance,1,0.28,0
USR-4074,27.7,120.6,22,Drama,2,0.98,4
USR-4075,6.62,29.0,26,Comedy,2,0.33,6
USR-4076,39.94,94.5,38,"Action, Thriller",3,0.36,2
USR-4077,54.6,49.8,46,"Thriller, Drama, Action, Comedy, Animation",5,0.47,1
USR-4078,2.46,13.4,6,Romance,1,0.2,34
USR-4079,46.34,101.4,34,"Action, Thriller",2,0.38,0
USR-4080,52.08,84.3,23,"Action, Thriller",2,0.36,3
USR-4081,40.57,76.4,37,"Comedy, Romance, Thriller, Drama, Documentary",5,0.55,4
USR-4082,45.78,116.0,19,"Sci-Fi, Thriller",2,0.82,8
USR-4083,11.26,25.0,27,Animation,1,0.54,2
USR-4084,19.62,129.2,20,Drama,2,0.76,5
USR-4085,0.65,16.2,2,Sci-Fi,1,0.16,27
USR-4086,33.39,111.2,15,"Drama, Sci-Fi",3,0.78,4
USR-4087,60.49,81.9,35,"Action, Thriller",3,0.49,3
USR-4088,3.57,16.0,1,Animation,1,0.28,39
USR-4089,14.41,27.7,24,Romance,1,0.21,4
USR-4090,11.13,17.6,27,Animation,1,0.3,15
USR-4091,62.74,38.0,66,"Comedy, Horror, Animation, Action",4,0.56,1
USR-4092,14.54,41.7,49,"Action, Drama, Animation, Sci-Fi, Documentary",5,0.54,0
USR-4093,38.19,103.9,27,Drama,2,0.88,1
USR-4094,4.6,21.7,30,Animation,1,0.39,5
USR-4095,1.08,20.6,3,Action,1,0.41,53
USR-4096,40.09,115.3,18,"Drama, Sci-Fi",3,0.79,3
USR-4097,11.97,27.9,31,Comedy,2,0.32,1
USR-4098,34.17,122.3,15,"Drama, Sci-Fi",2,0.86,0
USR-4099,43.9,65.5,35,"Action, Thriller",2,0.36,4
USR-4100,1.69,19.3,5,Comedy,1,0.23,26
USR-4101,13.66,34.4,19,Romance,1,0.39,1
USR-4102,3.22,26.4,17,"Comedy, Romance",2,0.43,5
USR-4103,35.45,121.7,23,"Sci-Fi, Thriller",3,0.79,0
USR-4104,23.15,122.1,20,"Drama, Sci-Fi",2,0.84,5
USR-4105,9.33,22.3,26,Animation,1,0.29,5
USR-4106,66.63,116.5,34,"Action, Thriller",3,0.51,2
USR-4107,3.64,9.0,3,Comedy,1,0.23,51
USR-4108,30.35,102.0,11,Drama,2,0.73,0
USR-4109,13.25,26.5,29,Animation,2,0.26,7
USR-4110,37.58,126.2,14,"Sci-Fi, Thriller",3,0.71,0
USR-4111,59.1,47.9,39,"Drama, Romance, Horror, Documentary, Sci-Fi",5,0.63,1
USR-4112,41.04,121.9,17,Drama,2,0.76,0
USR-4113,32.09,123.4,27,"Drama, Sci-Fi",2,0.88,0
USR-4114,56.88,86.5,38,"Horror, Action, Comedy, Romance, Thriller",5,0.44,0
USR-4115,4.71,21.2,4,Documentary,1,0.1,56
USR-4116,14.09,23.5,30,Comedy,2,0.31,4
USR-4117,57.58,121.3,39,"Action, Thriller",2,0.32,3
USR-4118,16.3,108.2,19,Drama,3,0.74,5
USR-4119,6.35,20.5,5,Thriller,1,0.41,40
USR-4120,15.05,144.4,11,Drama,3,0.92,8
USR-4121,9.78,35.4,33,Animation,2,0.2,6
USR-4122,17.42,29.7,26,"Comedy, Romance",1,0.32,6
USR-4123,48.84,63.0,44,"Documentary, Drama, Horror, Comedy",4,0.5,2
USR-4124,59.5,48.2,55,"Drama, Sci-Fi, Thriller, Horror, Documentary",5,0.54,0
USR-4125,33.81,121.3,23,"Drama, Sci-Fi",2,0.79,1
USR-4126,69.07,81.8,48,"Action, Thriller",1,0.28,0
USR-4127,31.41,45.0,48,"Thriller, Drama, Comedy, Documentary, Animation",5,0.58,0
USR-4128,71.72,52.5,46,"Horror, Sci-Fi, Comedy, Drama, Action",5,0.35,4
USR-4129,52.09,103.0,35,"Action, Thriller",3,0.57,3
USR-4130,10.06,32.4,30,Animation,1,0.29,4
USR-4131,23.44,83.8,19,"Sci-Fi, Thriller",2,0.76,3
USR-4132,13.53,30.4,27,Comedy,1,0.34,6
USR-4133,0.1,20.6,25,"Comedy, Romance",2,0.44,22
USR-4134,13.99,26.8,26,Animation,2,0.13,2
USR-4135,19.24,34.0,22,Animation,2,0.15,4
USR-4136,21.86,73.2,43,"Thriller, Horror, Animation, Documentary, Comedy",5,0.37,2
USR-4137,48.37,119.9,24,"Action, Thriller",2,0.57,1
USR-4138,36.86,98.8,26,"Sci-Fi, Thriller",3,0.74,3
USR-4139,11.94,34.0,31,Comedy,2,0.27,3
USR-4140,57.44,83.9,48,"Horror, Comedy, Drama, Animation, Action",5,0.48,1
USR-4141,31.34,114.0,23,"Sci-Fi, Thriller",2,0.74,7
USR-4142,45.93,100.1,50,"Action, Thriller",2,0.44,6
USR-4143,14.48,18.4,40,Romance,1,0.27,10
USR-4144,15.69,22.3,22,Romance,1,0.34,0
USR-4145,53.37,87.5,32,"Action, Thriller",1,0.46,0
USR-4146,17.93,132.3,22,Drama,3,0.95,3
USR-4147,11.46,28.4,29,Animation,1,0.2,3
USR-4148,54.69,54.6,55,"Romance, Drama, Animation, Documentary",4,0.41,6
USR-4149,35.39,59.2,21,"Sci-Fi, Comedy, Documentary, Romance",4,0.41,1
USR-4150,15.64,24.3,30,"Comedy, Romance",1,0.3,3
USR-4151,52.15,81.8,35,"Action, Thriller",3,0.62,0
USR-4152,54.01,100.0,25,"Action, Thriller",3,0.44,3
USR-4153,12.28,22.6,31,Romance,2,0.31,15
USR-4154,41.93,79.5,49,"Action, Romance, Drama, Comedy",4,0.48,2
USR-4155,69.37,82.9,38,"Action, Thriller",3,0.43,5
USR-4156,6.77,23.6,4,Action,1,0.44,29
USR-4157,8.19,22.4,23,"Comedy, Romance",1,0.34,1
USR-4158,55.08,79.6,45,"Horror, Comedy, Documentary, Romance",4,0.55,2
USR-4159,4.4,23.5,18,Animation,2,0.38,2
USR-4160,37.52,79.8,20,"Sci-Fi, Thriller",2,0.89,0
USR-4161,60.3,122.3,16,"Sci-Fi, Thriller",2,0.71,19
USR-4162,40.84,101.5,24,"Sci-Fi, Thriller",2,0.92,1
USR-4163,2.24,11.6,4,Thriller,1,0.13,41
USR-4164,42.22,75.5,48,"Action, Thriller",2,0.52,4
USR-4165,35.14,79.4,33,"Action, Thriller",2,0.38,0
USR-4166,16.23,36.1,29,"Comedy, Romance",1,0.39,2
USR-4167,54.86,94.6,36,"Action, Thriller",3,0.47,1
USR-4168,31.08,38.7,41,"Thriller, Romance, Horror",3,0.3,4
USR-4169,70.9,97.3,28,"Action, Thriller",3,0.43,1
USR-4170,12.79,21.4,23,Comedy,2,0.46,0
USR-4171,42.46,69.7,52,"Thriller, Comedy, Documentary, Drama, Horror",5,0.46,2
USR-4172,44.39,87.3,23,"Sci-Fi, Thriller",3,0.93,3
USR-4173,46.41,71.7,22,"Drama, Horror, Animation",3,0.46,0
USR-4174,10.47,16.4,32,Comedy,1,0.23,6
USR-4175,65.32,78.8,34,"Action, Thriller",1,0.6,0
USR-4176,14.65,34.1,26,Romance,2,0.53,2
USR-4177,72.31,104.3,44,"Action, Thriller",2,0.58,0
USR-4178,6.05,21.5,8,Documentary,1,0.53,57
USR-4179,56.49,93.4,48,"Action, Thriller",2,0.28,0
USR-4180,53.56,80.3,51,"Action, Horror, Sci-Fi, Romance",4,0.43,1
USR-4181,10.22,26.4,26,Comedy,1,0.13,1
USR-4182,1.32,21.4,19,Romance,2,0.31,20
USR-4183,37.42,138.5,11,"Drama, Sci-Fi",2,0.85,2
USR-4184,11.03,21.7,34,Animation,1,0.37,1
USR-4185,15.26,63.6,47,"Romance, Thriller, Drama, Horror",4,0.47,0
USR-4186,9.05,13.3,21,Animation,1,0.34,0
USR-4187,50.4,84.8,40,"Thriller, Romance, Drama, Comedy",4,0.42,0
USR-4188,14.93,28.9,29,Romance,1,0.3,3
USR-4189,14.98,28.8,22,Comedy,2,0.27,13
USR-4190,55.19,64.9,27,"Action, Thriller",2,0.42,11
USR-4191,9.46,34.7,32,Animation,1,0.44,1
USR-4192,10.35,24.9,23,Romance,1,0.41,4
USR-4193,8.75,26.5,30,Animation,1,0.23,10
USR-4194,52.33,127.0,16,"Drama, Sci-Fi",2,0.74,9
USR-4195,9.95,25.2,24,Animation,1,0.37,5
USR-4196,4.52,20.6,6,Animation,1,0.15,39
USR-4197,53.52,55.7,43,"Thriller, Animation, Action",3,0.55,4
USR-4198,16.18,24.2,38,Animation,2,0.24,2
USR-4199,56.34,99.5,36,"Action, Thriller",1,0.36,2
USR-4200,39.61,96.4,20,"Drama, Sci-Fi",3,0.94,3
USR-4201,56.89,80.8,28,"Action, Thriller",2,0.46,7
USR-4202,24.12,112.4,18,"Sci-Fi, Thriller",3,0.72,7
USR-4203,50.95,73.6,40,"Action, Thriller",1,0.34,1
USR-4204,17.23,27.5,33,Animation,1,0.31,19
USR-4205,52.66,68.8,44,"Comedy, Documentary, Animation, Drama, Romance",5,0.6,2
USR-4206,56.31,88.6,13,"Sci-Fi, Thriller",3,0.8,0
USR-4207,74.69,84.0,38,"Action, Thriller",1,0.48,12
USR-4208,51.64,61.1,37,"Documentary, Sci-Fi, Horror",3,0.5,1
USR-4209,3.62,31.9,3,Comedy,1,0.32,38
USR-4210,18.87,17.0,21,Comedy,1,0.32,3
USR-4211,3.43,9.7,3,Horror,1,0.11,52
USR-4212,52.25,54.3,60,"Documentary, Action, Comedy, Drama, Animation",5,0.59,1
USR-4213,21.51,61.6,25,"Thriller, Drama, Animation, Romance, Horror",5,0.37,2
USR-4214,2.87,20.6,28,Romance,1,0.22,14
USR-4215,53.56,136.4,19,"Drama, Sci-Fi",3,0.94,2
USR-4216,48.65,90.4,29,"Action, Thriller",1,0.49,8
USR-4217,27.39,57.7,71,"Action, Romance, Animation, Drama, Sci-Fi",5,0.53,2
USR-4218,40.92,85.6,42,"Action, Thriller",2,0.51,6
USR-4219,5.13,22.9,3,Documentary,1,0.19,36
USR-4220,43.96,80.7,46,"Action, Thriller",2,0.51,0
USR-4221,66.83,81.0,22,"Action, Thriller",1,0.4,2
USR-4222,41.64,92.7,28,"Sci-Fi, Thriller",3,0.75,4
USR-4223,10.01,21.4,24,"Comedy, Romance",2,0.43,2
USR-4224,15.26,31.5,28,Comedy,2,0.47,6
USR-4225,13.47,32.4,25,Comedy,1,0.51,2
USR-4226,7.45,21.8,23,Romance,1,0.38,11
USR-4227,67.8,87.9,44,"Action, Thriller",2,0.36,0
USR-4228,52.63,56.6,46,"Comedy, Action, Documentary",3,0.67,4
USR-4229,9.44,16.2,29,Romance,1,0.31,14
USR-4230,37.76,66.5,30,"Comedy, Drama, Horror, Thriller",4,0.49,1
USR-4231,5.02,21.6,7,Documentary,1,0.46,34
USR-4232,17.36,21.4,25,"Comedy, Romance",1,0.44,17
USR-4233,52.49,73.0,26,"Action, Thriller",2,0.29,3
USR-4234,3.28,11.3,6,Drama,1,0.24,59
USR-4235,6.11,32.9,29,"Comedy, Romance",2,0.46,6
USR-4236,51.58,85.3,43,"Documentary, Comedy, Animation",3,0.15,0
USR-4237,14.33,22.2,26,"Comedy, Romance",1,0.27,2
USR-4238,3.29,31.5,3,Thriller,1,0.21,52
USR-4239,39.09,155.4,12,"Drama, Sci-Fi",2,0.78,9
USR-4240,45.49,85.0,20,Drama,3,0.78,2
USR-4241,11.04,21.3,32,Animation,1,0.42,2
USR-4242,43.85,36.2,31,"Sci-Fi, Drama, Romance, Comedy, Horror",5,0.51,3
USR-4243,83.65,85.2,36,"Action, Thriller",3,0.36,8
USR-4244,7.96,19.4,26,Romance,1,0.23,4
USR-4245,61.5,67.4,29,"Comedy, Sci-Fi, Thriller, Documentary, Romance",5,0.51,1
USR-4246,25.55,95.4,39,"Action, Thriller",2,0.5,1
USR-4247,49.82,104.2,40,"Action, Thriller",3,0.43,6
USR-4248,3.6,21.6,5,Documentary,1,0.24,45
USR-4249,13.96,33.1,33,Romance,1,0.5,27
USR-4250,39.95,65.7,21,Drama,2,1.0,2
USR-4251,39.7,40.3,39,"Drama, Animation, Romance, Action",4,0.36,0
USR-4252,35.49,123.7,12,"Sci-Fi, Thriller",2,0.88,0
